region,site ID,Site name,Operator,,  Is site properly fenced and locked?,,stopped by security and identification checked,,visitor log maintained,,Is there a site emergency contact list?,, Are  signs   posted as required?,,Is security fences  intact and locks operational?,,Are there  signs of soil erosion that may weaken tower and anchor bases ?,,Is the  site  well cleaned and maintained?,,Has any  spillage taken place? ,,Is the concrete that is visible in overall good condition?(tower stubs and foundations),,Is the concrete that is visible in overall good condition? (all equipment plinths),,Is there grout  applied to the tower base?,,Are there any signs of rust or corrosion on anchor bolts?,,Are any of the nuts missing  on the HD bolts?,,Are the  RF exposure signs  mounted to the tower?,,Is tower painting  in overall good condition?,,Are there any rusted or missing members?,,Are there any missing bolts and nuts?,,Are navigation lights installed and in working order?,,Is climbing ladder installed and in good condition?,,Is safety cage installed and in good condition?,,Is  the tower level and plumb?,,Is there a visible twist in the tower?,,Is it close to the nearest inhabited building?,,Is there a lightning spike fitted to the top of tower all earth connections terminated?,,Is there  space available on ladder to accommodate additional feeder cables?,, Climbing ladder installed and in good condition?,,Is there space available to fit additional RF or MW antennas?,, Is there a shelter or brick enclosures?,,Is the shelter or brick enclosure  in  good condition?,,Have all earthing connections been terminated?,, Is there any intrusion system fitted?,,Are there traces of acid on the UPS battery and rectifier installation?,,Is the UPS batter array maintained on a regular basis?,,Are  RF cables secured properly in cable tray/ladder?,,Is the overall condition of feeder cables and waterproofing  good ?,,Are there any unused cables?,,Do you not any cables that have not been terminated?,,Is there fire alarm present?,,Is there an  intrusion alarm installed?,,Is there generator installed on site?,,Is the overall condition of the generatorand fuel tank/piping acceptable?,,Are the power cables in  good condition?,,Are the  cables properly insulated and terminated?,,Are the  appriporiate ECG meters installed on site?,,
3,,TAMALE_GBC,TAMALE,TIGO/VODAFONE,YES,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,,,NO,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
3,,TAMALE_GT,TAMALE,VODAFONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,TAMALE_HOSPITAL,TAMALE,VODAFONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,TAMALE_SSNIT,TAMALE,AIRTEL/VODAFONE,YES,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
3,,TAMALE_STADIUM,TAMALE,VODAFONE,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,NO,,NO,,YES,,
3,CS5205 ,Tamale2(Agric),TAMALE,EXPRESSO,YES,,YES,,YES,,YES,,NO,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,,,,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,NO,,NO,,YES,,
3,CS5225,TAMPIONG,SAVELUGU,VODAFONE,YES,,NO,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,
3,CS5225,TAMPIONG VODAFONE,SAVELUGU,VODAFONE,YES,,NO,PB130592,NO,PB130592,NO,PB130592,YES,,YES,,NO,NULL,YES,,NO,PB130593,YES,,YES,,NO,PB130595,NO,NULL,NO,NULL,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,PB130594,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,NULL,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,PB130594,
4,2682,TANBOASE,NKORANZA,MTN,YES,,YES,,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,NO,,NO,,yes,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
2,,Tangasia,NADOWLI ,EXPRESSO,YES,,NO,null,NO,null,NO,Audit Trip 132.jpg,NO,Audit Trip 132.jpg,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,Audit Trip 132.jpg,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,null,NO,null,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
2,,Tanina(Wa-S-road02),WA,EXPRESSO,YES,,YES,,YES,,NO,null,NO,Audit Trip 823.jpg,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,Audit Trip 825.jpg,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,Audit Trip 824.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
2,1,Tanina(Wa-S-road02),WA ,EXPRESSO,YES,,NO,null,NO,null,NO,Audit Trip 1523.jpg,NO,Audit Trip 1523.jpg,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,null,NO,,NO,Audit Trip 1524.jpg,YES,,NO,,NO,,YES,,YES,,YES,,NO,null,YES,null,YES,Audit Trip 1529.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
2,UWB 6017,TANINA_GT,WA EAST,VODAFONE,YES,,NO,null,NO,null,YES,,NO,null,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,NO,null,YES,,NO,,NO,,YES,,YES,,NO,null,YES,,NO,,YES,Audit Trip 708.jpg,YES,,YES,,YES,,YES,,NO,null,YES,,YES,,NO,null,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
8,,TANOKROM EAST AIRTEL ,Sekondi Takoradi Metropolitan,AIRTEL,YES,,YES,,NO,cs1625_null_null_1351608269355,NO,cs1625_null_null_1351608269355,NO,cs1625_null_null_1351608269355,YES,,NO,cs1625_null_null_1351608520669,YES,,NO,cs1625_null_null_1351608618561,YES,,YES,,NO,cs1625_null_null_1351608240224,NO,NULL,NO,NULL,YES,,NO,cs1625_null_null_1351608410271,NO,cs1625_null_null_1351608410271,NO,NULL,YES,,YES,,YES,,YES,,NO,NULL,YES,,YES,,NO,cs1625_null_null_1351608462819,YES,,NO,cs1625_null_null_1351608447338,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,NO,NULL,NO,cs1625_null_null_1351608269355,NO,cs1625_null_null_1351608269355,YES,,YES,,YES,,YES,,YES,,
8,,TANOKROM EAST TIGO,Sekondi Takoradi Metropolitan,TIGO,YES,,YES,,NO,cs1622_null_null_1351524028933,NO,cs1622_null_null_1351524028933,NO,cs1622_null_null_1351524028933,YES,,NO,cs1622_null_null_1351524151991,YES,,NO,cs1622_null_null_1351524194271,YES,,YES,,NO,cs1622_null_null_1351524271016,NO,NULL,NO,NULL,YES,,NO,cs1622_null_null_1351524634998,NO,NULL,NO,NULL,YES,,YES,,YES,,NO,NULL,YES,,YES,,NO,cs1622_null_null_1351524589059,YES,,NO,cs1622_null_null_1351524589059,NO,cs1622_null_null_1351524589059,YES,,YES,,YES,,YES,,NO,NULL,YES,,NO,cs1622_null_null_1351524151991,YES,,NO,NULL,NO,NULL,NO,cs1622_null_null_1351524151991,NO,cs1622_null_null_1351524151991,YES,,YES,,YES,,YES,,YES,,
8,,TANOKROM WEST AIRTEL,Sekondi Takoradi Metropolitan,AIRTEL,YES,,NO,cs1619_null_null_1351257413131,NO,cs1619_null_null_1351257413131,NO,cs1619_null_null_1351257421843,NO,cs1619_null_null_1351257421843,NO,cs1619_null_null_1351257421843,NO,NULL,NO,cs1619_null_null_1351257896580,NO,cs1619_null_null_1351257947349,YES,,YES,,NO,,YES,,NO,NULL,YES,,NO,cs1619_null_null_1351257576015,NO,cs1619_null_null_1351257576015,NO,NULL,YES,,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,NO,cs1619_null_null_1351257881696,NO,NULL,YES,,YES,,NO,NULL,YES,,YES,,YES,,NO,NULL,NO,NULL,NO,cs1619_null_null_1351257881696,NO,NULL,YES,,YES,,YES,,YES,,YES,,
8,,TANOKROM WEST TIGO,Sekondi Takoradi Metropolitan,TIGO,YES,,NO,cs1615_null_null_1351058044161,NO,cs1615_null_null_1351058044161,NO,cs1615_null_null_1351058044161,NO,cs1615_null_null_1351058044161,YES,,NO,cs1615_null_null_1351058339589,YES,,NO,cs1615_null_null_1351058532911,YES,,YES,,NO,NULL,YES,,NO,NULL,YES,,NO,cs1615_null_null_1351058532911,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,NO,cs1615_null_null_1351058316721,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,NO,NULL,NO,NULL,NO,cs1615_null_null_1351058017518,NO,cs1615_null_null_1351058017518,YES,,YES,,YES,,NO,NULL,YES,,
4,996,TANOSO,DUAYAW NKWANTA ,MTN,YES,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,yes,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
4,GH0372,TANOSO,DUAYAW NKWANTA ,AIRTEL,YES,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,yes,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,TANYIGBE,HO,MTN,YES,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
8,,TDI AIRPORT RIDGEZ,SHAMA AHANTA EAST,MTN,YES,,NO,cs1612_null_null_1351495703307,NO,cs1612_null_null_1351495703307,YES,,YES,,YES,,NO,cs1612_null_null_1351495793496,YES,,NO,cs1612_null_null_1351495808825,YES,,YES,,NO,cs1612_null_null_1351496025189,NO,NULL,NO,NULL,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,NULL,YES,,YES,,NO,cs1612_null_null_1351496147472,YES,,NO,cs1612_null_null_1351496214989,NO,cs1612_null_null_1351495793496,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,NO, NULL,NO,NULL,NO,cs1612_null_null_1351495793496,NO,NULL,YES,,YES,,YES,,YES,,YES,,
7,3703,TEASE,Kwahu North,MTN,YES,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,NA,,YES,,YES,,NO,,NO,,NA,,NA,,YES,,YES,,YES,,YES,,YES,,
7,GH0439,TEASE,Kwahu North,AIRTEL,YES,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,NA,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
7,3123,TEASE,Kwahu North,TIGO/VODAFONE,YES,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NA,,NA,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
7,1455,TEASE,Kwahu North,tigo,yes,,yes,,yes,,no,,no,,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,no,,yes,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,,yes,,yes,,YES,,yes,,yes,,yes,,yes,,no,,NA,,NA,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
5,,TEBEMA,AKAN BOWIRE,AIRTEL,NO,,YES,,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
4,1838,TECHIEMAN TONSUASE,TECHIMAN,TIGO,yes,,yes,,yes,,no,,no,,yes,,no,,yes,,no,,yes,,yes,,YES,,No,,no,,no,,yes,,no,,no,,yes,,yes,,yes,,yes,,no,,YES,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,
4,,TECHIMA6N,TECHIMAN,MTN,YES,,YES,,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,NO,,NO,,yes,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
4,2666,TECHIMAN,TECHIMAN,MTN,YES,,YES,,,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,yes,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
4,1823,TECHIMAN,TECHIMAN,TIGO,YES,,YES,,YES,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
4,BAB2063,TECHIMAN,TECHIMAN,VODAFONE,YES,,YES,,,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,
4,,TECHIMAN 3,TECHIMAN,MTN/AIRTEL,YES,,,,,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,yes,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
4,1881,TECHIMAN BRUSU,TECHIMAN,TIGO/VODAFONE/AIRTEL,YES,,YES,,YES,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,yes,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
4,BAB2068,TECHIMAN DIASEMPA,TECHIMAN,VODAFONE/AIRTEL,YES,,YES,,,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,yes,,YES,,YES,,NO,,NO,,no,,YES,,YES,,YES,,YES,,YES,,YES,,
4,1837,TECHIMAN KENTEN,TECHIMAN,TIGO/AIRTEL/VODAFONE,YES,,NO,,,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,no,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,Yes,,YES,,YES,,YES,,NO,,yes,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
4,BAB2067,TECHIMAN MARKET,TECHIMAN,VODAFONE/AIRTEL,YES,,YES,,YES,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,Yes,,YES,,YES,,YES,,NO,,yes,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
4,,TECHIMAN NSUTA,TECHIMAN,TIGO,YES,,YES,,,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,n/a,,YES,,YES,,NO,,yes,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,
4,BAB2052,TECHIMAN NSUTA,TECHIMAN,VODAFONE,YES,,YES,,,,,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
4,67,TECHIMAN WIASO,TECHIMAN,AIRTEL,YES,,YES,,YES,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,yes,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
4,2688,TECHIMAN ZONGO,TECHIMAN,MTN,YES,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
4,,TECHIMEN 2,TECHIMAN,MTN,YES,,YES,,YES,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,yes,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
4,,TECHIMEN GT,TECHIMAN,VODAFONE,YES,,YES,,YES,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,yes,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
4,BR2678,TECHIRE,TANO NORTH,MTN,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,yes,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
4,1892,TECHIRE,TANO NORTH,TIGO,YES,,YES,,YES,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,yes,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,6567,TEPA ABOASE,Jasikan,VODAFONE,YES,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,
5,3796,TEPA AMENYA,Jasikan,MTN,YES,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,TEPO NTUMDA,Jasikan,VODAFONE,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
5,,TEPO NTUMDA VOD,Jasikan,VODAFONE,YES,,NO,null,NO,null,YES,,YES,,NO,null,YES,null,NO,null,YES,null,YES,,YES,,NO,DSCN0788,NO,,NO,,NO,DSCN0783,YES,,NO,,NO,,YES,,YES,,NO,DSCN0791,NO,,NO,,YES,null,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,
8,,TETEKU BOKAZU,AXIM,TIGO,YES,,YES,,YES,,NO,cs1611_null_null_1351514083445,YES,,YES,,NO,NULL,YES,,NO,cs1611_null_null_1351514642830,YES,,YES,,NO,cs1611_null_null_1351514756147,NO,NULL,NO,NULL,NO,cs1611_null_null_1351514083445,NO,cs1611_null_null_1351514417419,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,cs1611_null_null_1351514595865,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,NO,NULL,NO,cs1611_null_null_1351514186241,NO,cs1611_null_null_1351514186241,YES,,YES,,YES,,YES,,YES,,
5,,TETEMA,Jasikan,MTN,NO,,YES,,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,
5,VOB 6544,TETEMA,Jasikan,VODAFONE,YES,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,TETEMA MTN,Jasikan,MTN,NO,null,YES,,NO,null,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
5,VOB 6544,TETEMA VOD,Jasikan,VODAFONE,YES,,NO,null,NO,null,NO,DSCN1189,NO,null,YES,,NO,,YES,,NO,,YES,,YES,,NO,DSCN1197,NO,,NO,,NO,null,NO,DSCN1188,NO,,NO,,YES,,YES,,YES,,YES,,YES,null,YES,null,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,
3,CS5381,TINGA,BOLE,VODAFONE,YES,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,
3,CS5381,TINGA VODAFONE,BOLE,VODAFONE,YES,,NO,PB212153,NO,PB212153,YES,,YES,,YES,,NO,PB212159,YES,,YES,,YES,,YES,,YES,,NO,NULL,NO,NULL,NO,PB212154,NO,PB212154,NO,NULL,NO,NULL,YES,,YES,,NO,PB212160,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,NULL,NO,NULL,NO,PB212163,YES,,YES,,NO,PB212157,NO,PB212157,NO,PB212155,
3,,TISHIGU,TAMALE MUNICIPAL,VODAFONE,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,,,,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
3,CS5383,Tishigu,TAMALE MUNICIPAL,TIGO,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,,,,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
